timestamp,symbol,price
2025-10-21T22:35:17.556296,AAPL,183.42
2025-10-21T22:35:17.556427,AAPL,179.81
2025-10-21T22:35:17.556557,AAPL,185.35
2025-10-21T22:35:17.556687,AAPL,177.99
2025-10-21T22:35:17.556817,AAPL,172.19
2025-10-21T22:35:17.556947,AAPL,165.58
2025-10-21T22:35:17.557076,AAPL,158.91
2025-10-21T22:35:17.557206,AAPL,160.05
2025-10-21T22:35:17.557335,AAPL,158.22
2025-10-21T22:35:17.557469,AAPL,160.5
2025-10-21T22:35:17.557599,AAPL,162.36
2025-10-21T22:35:17.557731,AAPL,164.67
2025-10-21T22:35:17.557860,AAPL,164.3
2025-10-21T22:35:17.557990,AAPL,161.3
2025-10-21T22:35:17.558122,AAPL,156.33
2025-10-21T22:35:17.558252,AAPL,159.0
2025-10-21T22:35:17.558389,AAPL,160.53
2025-10-21T22:35:17.558525,AAPL,161.1
2025-10-21T22:35:17.558659,AAPL,160.83
2025-10-21T22:35:17.558793,AAPL,165.44
2025-10-21T22:35:17.558926,AAPL,163.85
2025-10-21T22:35:17.559060,AAPL,161.91
2025-10-21T22:35:17.559193,AAPL,161.18
2025-10-21T22:35:17.559327,AAPL,164.62
2025-10-21T22:35:17.559461,AAPL,165.06
2025-10-21T22:35:17.559595,AAPL,167.25
2025-10-21T22:35:17.559744,AAPL,169.29
2025-10-21T22:35:17.559879,AAPL,171.47
2025-10-21T22:35:17.560014,AAPL,170.44
2025-10-21T22:35:17.560148,AAPL,175.14
2025-10-21T22:35:17.560282,AAPL,179.82
2025-10-21T22:35:17.560416,AAPL,180.79
2025-10-21T22:35:17.560549,AAPL,180.14
2025-10-21T22:35:17.560683,AAPL,181.83
2025-10-21T22:35:17.560816,AAPL,178.79
2025-10-21T22:35:17.560949,AAPL,173.8
2025-10-21T22:35:17.561086,AAPL,175.06
2025-10-21T22:35:17.561223,AAPL,179.01
2025-10-21T22:35:17.561363,AAPL,177.81
2025-10-21T22:35:17.561534,AAPL,179.82
2025-10-21T22:35:17.561670,AAPL,176.48
2025-10-21T22:35:17.561805,AAPL,175.05
2025-10-21T22:35:17.561940,AAPL,169.28
2025-10-21T22:35:17.562074,AAPL,172.09
2025-10-21T22:35:17.562209,AAPL,171.14
2025-10-21T22:35:17.562344,AAPL,171.54
2025-10-21T22:35:17.562478,AAPL,173.16
2025-10-21T22:35:17.562613,AAPL,174.84
2025-10-21T22:35:17.562747,AAPL,173.53
2025-10-21T22:35:17.562880,AAPL,173.86
2025-10-21T22:35:17.563014,AAPL,172.76
2025-10-21T22:35:17.563149,AAPL,177.59
2025-10-21T22:35:17.563282,AAPL,178.19
2025-10-21T22:35:17.563417,AAPL,180.14
2025-10-21T22:35:17.563551,AAPL,181.38
2025-10-21T22:35:17.563684,AAPL,187.11
2025-10-21T22:35:17.563820,AAPL,183.48
2025-10-21T22:35:17.563955,AAPL,182.57
2025-10-21T22:35:17.564089,AAPL,178.74
2025-10-21T22:35:17.564223,AAPL,180.47
2025-10-21T22:35:17.564357,AAPL,174.9
2025-10-21T22:35:17.564491,AAPL,175.21
2025-10-21T22:35:17.564625,AAPL,174.57
2025-10-21T22:35:17.564759,AAPL,175.46
2025-10-21T22:35:17.564893,AAPL,178.62
2025-10-21T22:35:17.565027,AAPL,185.26
2025-10-21T22:35:17.565161,AAPL,187.64
2025-10-21T22:35:17.565295,AAPL,192.96
2025-10-21T22:35:17.565429,AAPL,192.91
2025-10-21T22:35:17.565563,AAPL,194.93
2025-10-21T22:35:17.565701,AAPL,189.19
2025-10-21T22:35:17.565836,AAPL,191.99
2025-10-21T22:35:17.565970,AAPL,196.67
2025-10-21T22:35:17.566105,AAPL,192.57
2025-10-21T22:35:17.566239,AAPL,192.88
2025-10-21T22:35:17.566374,AAPL,193.7
2025-10-21T22:35:17.566508,AAPL,201.12
2025-10-21T22:35:17.566642,AAPL,205.07
2025-10-21T22:35:17.566777,AAPL,199.82
2025-10-21T22:35:17.566911,AAPL,202.34
2025-10-21T22:35:17.567046,AAPL,201.53
2025-10-21T22:35:17.567181,AAPL,204.67
2025-10-21T22:35:17.567315,AAPL,208.98
2025-10-21T22:35:17.567450,AAPL,205.07
2025-10-21T22:35:17.567585,AAPL,207.86
2025-10-21T22:35:17.567720,AAPL,207.86
2025-10-21T22:35:17.567853,AAPL,203.43
2025-10-21T22:35:17.567989,AAPL,204.44
2025-10-21T22:35:17.568123,AAPL,204.6
2025-10-21T22:35:17.568258,AAPL,204.77
2025-10-21T22:35:17.568392,AAPL,207.43
2025-10-21T22:35:17.568527,AAPL,209.06
2025-10-21T22:35:17.568660,AAPL,200.83
2025-10-21T22:35:17.568795,AAPL,196.41
2025-10-21T22:35:17.568929,AAPL,197.51
2025-10-21T22:35:17.569064,AAPL,200.43
2025-10-21T22:35:17.569197,AAPL,196.82
2025-10-21T22:35:17.569332,AAPL,198.93
2025-10-21T22:35:17.569465,AAPL,195.95
2025-10-21T22:35:17.569600,AAPL,194.6
2025-10-21T22:35:17.569733,AAPL,191.32
2025-10-21T22:35:17.569867,AAPL,188.1
2025-10-21T22:35:17.570000,AAPL,190.59
2025-10-21T22:35:17.570138,AAPL,189.71
2025-10-21T22:35:17.570273,AAPL,197.56
2025-10-21T22:35:17.570407,AAPL,200.77
2025-10-21T22:35:17.570541,AAPL,205.97
2025-10-21T22:35:17.570675,AAPL,207.99
2025-10-21T22:35:17.570857,AAPL,204.25
2025-10-21T22:35:17.570992,AAPL,207.19
2025-10-21T22:35:17.571128,AAPL,208.76
2025-10-21T22:35:17.571262,AAPL,214.92
2025-10-21T22:35:17.571396,AAPL,209.73
2025-10-21T22:35:17.571530,AAPL,210.52
2025-10-21T22:35:17.571665,AAPL,205.06
2025-10-21T22:35:17.571799,AAPL,204.5
2025-10-21T22:35:17.571933,AAPL,196.51
2025-10-21T22:35:17.572067,AAPL,195.51
2025-10-21T22:35:17.572202,AAPL,195.2
2025-10-21T22:35:17.572338,AAPL,191.43
2025-10-21T22:35:17.572472,AAPL,191.45
2025-10-21T22:35:17.572606,AAPL,193.18
2025-10-21T22:35:17.572740,AAPL,192.51
2025-10-21T22:35:17.572874,AAPL,191.65
2025-10-21T22:35:17.573008,AAPL,195.82
2025-10-21T22:35:17.573142,AAPL,191.38
2025-10-21T22:35:17.573274,AAPL,194.42
2025-10-21T22:35:17.573409,AAPL,193.99
2025-10-21T22:35:17.573542,AAPL,195.37
2025-10-21T22:35:17.573676,AAPL,193.05
2025-10-21T22:35:17.573811,AAPL,184.06
2025-10-21T22:35:17.573946,AAPL,184.66
2025-10-21T22:35:17.574079,AAPL,188.54
2025-10-21T22:35:17.574214,AAPL,186.28
2025-10-21T22:35:17.574348,AAPL,186.14
2025-10-21T22:35:17.574482,AAPL,184.79
2025-10-21T22:35:17.574616,AAPL,183.95
2025-10-21T22:35:17.574750,AAPL,186.95
2025-10-21T22:35:17.574884,AAPL,180.12
2025-10-21T22:35:17.575019,AAPL,177.27
2025-10-21T22:35:17.575153,AAPL,179.18
2025-10-21T22:35:17.575287,AAPL,170.88
2025-10-21T22:35:17.575422,AAPL,169.62
2025-10-21T22:35:17.575556,AAPL,168.68
2025-10-21T22:35:17.575690,AAPL,173.09
2025-10-21T22:35:17.575824,AAPL,174.25
2025-10-21T22:35:17.575958,AAPL,169.99
2025-10-21T22:35:17.576093,AAPL,171.74
2025-10-21T22:35:17.576227,AAPL,171.12
2025-10-21T22:35:17.576384,AAPL,175.43
2025-10-21T22:35:17.576518,AAPL,177.52
2025-10-21T22:35:17.576652,AAPL,186.66
2025-10-21T22:35:17.576791,AAPL,185.18
2025-10-21T22:35:17.576927,AAPL,185.05
2025-10-21T22:35:17.577086,AAPL,177.31
2025-10-21T22:35:17.577296,AAPL,176.41
2025-10-21T22:35:17.577442,AAPL,175.4
2025-10-21T22:35:17.577577,AAPL,171.09
2025-10-21T22:35:17.577711,AAPL,170.67
2025-10-21T22:35:17.577846,AAPL,176.84
2025-10-21T22:35:17.577985,AAPL,178.51
2025-10-21T22:35:17.578123,AAPL,176.63
2025-10-21T22:35:17.578256,AAPL,173.68
2025-10-21T22:35:17.578390,AAPL,169.89
2025-10-21T22:35:17.578523,AAPL,172.38
2025-10-21T22:35:17.578656,AAPL,170.79
2025-10-21T22:35:17.578789,AAPL,167.74
2025-10-21T22:35:17.578923,AAPL,164.95
2025-10-21T22:35:17.579056,AAPL,163.85
2025-10-21T22:35:17.579190,AAPL,163.57
2025-10-21T22:35:17.579323,AAPL,159.74
2025-10-21T22:35:17.579456,AAPL,156.8
2025-10-21T22:35:17.579589,AAPL,161.04
2025-10-21T22:35:17.579725,AAPL,158.78
2025-10-21T22:35:17.579858,AAPL,158.77
2025-10-21T22:35:17.579991,AAPL,155.81
2025-10-21T22:35:17.580124,AAPL,155.27
2025-10-21T22:35:17.580258,AAPL,159.45
2025-10-21T22:35:17.580391,AAPL,157.99
2025-10-21T22:35:17.580525,AAPL,159.16
2025-10-21T22:35:17.580657,AAPL,159.43
2025-10-21T22:35:17.580791,AAPL,160.79
2025-10-21T22:35:17.580924,AAPL,163.11
2025-10-21T22:35:17.581057,AAPL,167.33
2025-10-21T22:35:17.581191,AAPL,164.55
2025-10-21T22:35:17.581326,AAPL,160.13
2025-10-21T22:35:17.581459,AAPL,161.54
2025-10-21T22:35:17.581592,AAPL,167.35
2025-10-21T22:35:17.581725,AAPL,160.46
2025-10-21T22:35:17.581858,AAPL,160.99
2025-10-21T22:35:17.581993,AAPL,161.33
2025-10-21T22:35:17.582126,AAPL,156.39
2025-10-21T22:35:17.582258,AAPL,152.72
2025-10-21T22:35:17.582392,AAPL,155.45
2025-10-21T22:35:17.582525,AAPL,152.38
2025-10-21T22:35:17.582658,AAPL,155.43
2025-10-21T22:35:17.582791,AAPL,162.3
2025-10-21T22:35:17.582924,AAPL,168.87
2025-10-21T22:35:17.583057,AAPL,171.63
2025-10-21T22:35:17.583192,AAPL,171.48
2025-10-21T22:35:17.583325,AAPL,170.8
2025-10-21T22:35:17.583459,AAPL,172.49
2025-10-21T22:35:17.583592,AAPL,165.73
2025-10-21T22:35:17.583726,AAPL,161.94
2025-10-21T22:35:17.583858,AAPL,159.75
2025-10-21T22:35:17.583993,AAPL,158.45
2025-10-21T22:35:17.584127,AAPL,164.61
2025-10-21T22:35:17.584260,AAPL,170.06
2025-10-21T22:35:17.584393,AAPL,166.78
2025-10-21T22:35:17.584526,AAPL,159.11
2025-10-21T22:35:17.584660,AAPL,161.88
2025-10-21T22:35:17.584794,AAPL,161.46
2025-10-21T22:35:17.584927,AAPL,153.48
2025-10-21T22:35:17.585060,AAPL,157.75
2025-10-21T22:35:17.585193,AAPL,160.26
2025-10-21T22:35:17.585328,AAPL,164.78
2025-10-21T22:35:17.585461,AAPL,164.16
2025-10-21T22:35:17.585595,AAPL,164.0
2025-10-21T22:35:17.585728,AAPL,160.52
2025-10-21T22:35:17.585861,AAPL,158.61
2025-10-21T22:35:17.585995,AAPL,158.89
2025-10-21T22:35:17.586129,AAPL,158.18
2025-10-21T22:35:17.586263,AAPL,159.4
2025-10-21T22:35:17.586397,AAPL,159.76
2025-10-21T22:35:17.586531,AAPL,165.73
2025-10-21T22:35:17.586664,AAPL,163.17
2025-10-21T22:35:17.586797,AAPL,162.83
2025-10-21T22:35:17.586931,AAPL,157.29
2025-10-21T22:35:17.587064,AAPL,152.34
2025-10-21T22:35:17.587198,AAPL,152.14
2025-10-21T22:35:17.587331,AAPL,149.39
2025-10-21T22:35:17.587464,AAPL,149.54
2025-10-21T22:35:17.587597,AAPL,150.45
2025-10-21T22:35:17.587731,AAPL,152.18
2025-10-21T22:35:17.587864,AAPL,148.27
2025-10-21T22:35:17.587998,AAPL,146.26
2025-10-21T22:35:17.588131,AAPL,146.34
2025-10-21T22:35:17.588265,AAPL,146.17
2025-10-21T22:35:17.588397,AAPL,150.48
2025-10-21T22:35:17.588531,AAPL,150.21
2025-10-21T22:35:17.588664,AAPL,149.13
2025-10-21T22:35:17.588798,AAPL,146.45
2025-10-21T22:35:17.588931,AAPL,145.7
2025-10-21T22:35:17.589064,AAPL,140.96
2025-10-21T22:35:17.589197,AAPL,139.58
2025-10-21T22:35:17.589331,AAPL,142.49
2025-10-21T22:35:17.589464,AAPL,142.92
2025-10-21T22:35:17.589598,AAPL,145.06
2025-10-21T22:35:17.589730,AAPL,143.56
2025-10-21T22:35:17.589864,AAPL,148.0
2025-10-21T22:35:17.589997,AAPL,147.09
2025-10-21T22:35:17.590132,AAPL,149.48
2025-10-21T22:35:17.590265,AAPL,150.7
2025-10-21T22:35:17.590399,AAPL,147.27
2025-10-21T22:35:17.590532,AAPL,145.91
2025-10-21T22:35:17.590666,AAPL,148.19
2025-10-21T22:35:17.590799,AAPL,144.85
2025-10-21T22:35:17.590933,AAPL,147.72
2025-10-21T22:35:17.591066,AAPL,140.48
2025-10-21T22:35:17.591199,AAPL,144.54
2025-10-21T22:35:17.591332,AAPL,142.28
2025-10-21T22:35:17.591466,AAPL,143.99
2025-10-21T22:35:17.591599,AAPL,146.01
2025-10-21T22:35:17.591733,AAPL,145.51
2025-10-21T22:35:17.591866,AAPL,149.97
2025-10-21T22:35:17.591999,AAPL,151.83
2025-10-21T22:35:17.592158,AAPL,156.95
2025-10-21T22:35:17.592318,AAPL,153.92
2025-10-21T22:35:17.592458,AAPL,151.99
2025-10-21T22:35:17.592594,AAPL,151.94
2025-10-21T22:35:17.592728,AAPL,154.46
2025-10-21T22:35:17.592862,AAPL,150.68
2025-10-21T22:35:17.592995,AAPL,148.49
2025-10-21T22:35:17.593128,AAPL,146.47
2025-10-21T22:35:17.593262,AAPL,148.15
2025-10-21T22:35:17.593395,AAPL,151.25
2025-10-21T22:35:17.593528,AAPL,154.38
2025-10-21T22:35:17.593662,AAPL,156.56
2025-10-21T22:35:17.593795,AAPL,158.74
2025-10-21T22:35:17.593929,AAPL,163.15
2025-10-21T22:35:17.594062,AAPL,161.63
2025-10-21T22:35:17.594195,AAPL,159.39
2025-10-21T22:35:17.594328,AAPL,156.46
2025-10-21T22:35:17.594462,AAPL,153.65
2025-10-21T22:35:17.594595,AAPL,154.02
2025-10-21T22:35:17.594729,AAPL,151.52
2025-10-21T22:35:17.594862,AAPL,155.88
2025-10-21T22:35:17.594995,AAPL,155.01
2025-10-21T22:35:17.595128,AAPL,157.03
2025-10-21T22:35:17.595262,AAPL,158.78
2025-10-21T22:35:17.595395,AAPL,158.14
2025-10-21T22:35:17.595528,AAPL,157.64
2025-10-21T22:35:17.595661,AAPL,161.99
2025-10-21T22:35:17.595795,AAPL,163.34
2025-10-21T22:35:17.595929,AAPL,162.16
2025-10-21T22:35:17.596063,AAPL,165.14
2025-10-21T22:35:17.596196,AAPL,162.55
2025-10-21T22:35:17.596330,AAPL,159.39
2025-10-21T22:35:17.596463,AAPL,156.61
2025-10-21T22:35:17.596596,AAPL,150.68
2025-10-21T22:35:17.596730,AAPL,155.96
2025-10-21T22:35:17.596863,AAPL,151.9
2025-10-21T22:35:17.596996,AAPL,145.93
2025-10-21T22:35:17.597130,AAPL,150.69
2025-10-21T22:35:17.597263,AAPL,148.65
2025-10-21T22:35:17.597397,AAPL,152.8
2025-10-21T22:35:17.597530,AAPL,151.88
2025-10-21T22:35:17.597663,AAPL,151.23
2025-10-21T22:35:17.597797,AAPL,152.46
2025-10-21T22:35:17.597930,AAPL,152.57
2025-10-21T22:35:17.598063,AAPL,154.2
2025-10-21T22:35:17.598196,AAPL,160.65
2025-10-21T22:35:17.598329,AAPL,159.61
2025-10-21T22:35:17.598463,AAPL,155.29
2025-10-21T22:35:17.598627,AAPL,161.37
2025-10-21T22:35:17.598762,AAPL,164.83
2025-10-21T22:35:17.598895,AAPL,164.43
2025-10-21T22:35:17.599028,AAPL,162.28
2025-10-21T22:35:17.599161,AAPL,167.58
2025-10-21T22:35:17.599295,AAPL,164.91
2025-10-21T22:35:17.599428,AAPL,170.58
2025-10-21T22:35:17.599564,AAPL,174.93
2025-10-21T22:35:17.599697,AAPL,173.15
2025-10-21T22:35:17.599831,AAPL,177.07
2025-10-21T22:35:17.599964,AAPL,177.35
2025-10-21T22:35:17.600098,AAPL,175.82
2025-10-21T22:35:17.600231,AAPL,173.62
2025-10-21T22:35:17.600365,AAPL,168.3
2025-10-21T22:35:17.600499,AAPL,164.94
2025-10-21T22:35:17.600633,AAPL,167.46
2025-10-21T22:35:17.600765,AAPL,165.99
2025-10-21T22:35:17.600899,AAPL,166.15
2025-10-21T22:35:17.601032,AAPL,162.9
2025-10-21T22:35:17.601166,AAPL,161.8
2025-10-21T22:35:17.601299,AAPL,164.18
2025-10-21T22:35:17.601432,AAPL,163.09
2025-10-21T22:35:17.601566,AAPL,156.85
2025-10-21T22:35:17.601699,AAPL,154.98
2025-10-21T22:35:17.601832,AAPL,154.35
2025-10-21T22:35:17.601966,AAPL,155.55
2025-10-21T22:35:17.602099,AAPL,158.69
2025-10-21T22:35:17.602232,AAPL,155.48
2025-10-21T22:35:17.602365,AAPL,161.63
2025-10-21T22:35:17.602500,AAPL,160.23
2025-10-21T22:35:17.602633,AAPL,160.67
2025-10-21T22:35:17.602767,AAPL,159.23
2025-10-21T22:35:17.602900,AAPL,165.36
2025-10-21T22:35:17.603034,AAPL,163.68
2025-10-21T22:35:17.603167,AAPL,161.34
2025-10-21T22:35:17.603300,AAPL,164.31
2025-10-21T22:35:17.603433,AAPL,160.24
2025-10-21T22:35:17.603567,AAPL,165.57
2025-10-21T22:35:17.603700,AAPL,165.04
2025-10-21T22:35:17.603834,AAPL,163.47
2025-10-21T22:35:17.603967,AAPL,169.67
2025-10-21T22:35:17.604101,AAPL,172.6
2025-10-21T22:35:17.604233,AAPL,169.92
2025-10-21T22:35:17.604367,AAPL,168.47
2025-10-21T22:35:17.604501,AAPL,168.81
2025-10-21T22:35:17.604635,AAPL,175.8
2025-10-21T22:35:17.604768,AAPL,174.06
2025-10-21T22:35:17.604902,AAPL,176.23
2025-10-21T22:35:17.605035,AAPL,178.7
2025-10-21T22:35:17.605169,AAPL,177.82
2025-10-21T22:35:17.605301,AAPL,183.71
2025-10-21T22:35:17.605435,AAPL,179.66
2025-10-21T22:35:17.605568,AAPL,183.13
2025-10-21T22:35:17.605702,AAPL,178.74
2025-10-21T22:35:17.605835,AAPL,185.84
2025-10-21T22:35:17.605968,AAPL,181.1
2025-10-21T22:35:17.606101,AAPL,180.08
2025-10-21T22:35:17.606234,AAPL,181.28
2025-10-21T22:35:17.606368,AAPL,185.09
2025-10-21T22:35:17.606502,AAPL,185.53
2025-10-21T22:35:17.606635,AAPL,186.04
2025-10-21T22:35:17.606769,AAPL,193.37
2025-10-21T22:35:17.606901,AAPL,195.26
2025-10-21T22:35:17.607035,AAPL,202.56
2025-10-21T22:35:17.607168,AAPL,200.16
2025-10-21T22:35:17.607302,AAPL,195.05
2025-10-21T22:35:17.607435,AAPL,200.04
2025-10-21T22:35:17.607568,AAPL,201.33
2025-10-21T22:35:17.607702,AAPL,203.07
2025-10-21T22:35:17.607835,AAPL,208.79
2025-10-21T22:35:17.607968,AAPL,205.17
2025-10-21T22:35:17.608102,AAPL,207.88
2025-10-21T22:35:17.608235,AAPL,203.48
2025-10-21T22:35:17.608368,AAPL,194.55
2025-10-21T22:35:17.608501,AAPL,200.87
2025-10-21T22:35:17.608635,AAPL,207.35
2025-10-21T22:35:17.608793,AAPL,199.52
2025-10-21T22:35:17.608928,AAPL,195.94
2025-10-21T22:35:17.609062,AAPL,193.54
2025-10-21T22:35:17.609195,AAPL,196.32
2025-10-21T22:35:17.609330,AAPL,195.54
2025-10-21T22:35:17.609465,AAPL,193.49
2025-10-21T22:35:17.609599,AAPL,193.51
2025-10-21T22:35:17.609734,AAPL,197.46
2025-10-21T22:35:17.609869,AAPL,189.51
2025-10-21T22:35:17.610003,AAPL,196.62
2025-10-21T22:35:17.610139,AAPL,194.42
2025-10-21T22:35:17.610274,AAPL,195.18
2025-10-21T22:35:17.610413,AAPL,207.07
2025-10-21T22:35:17.610548,AAPL,201.88
2025-10-21T22:35:17.610682,AAPL,199.84
2025-10-21T22:35:17.610822,AAPL,207.22
2025-10-21T22:35:17.610962,AAPL,208.17
2025-10-21T22:35:17.611112,AAPL,207.18
2025-10-21T22:35:17.611247,AAPL,210.44
2025-10-21T22:35:17.611382,AAPL,206.38
2025-10-21T22:35:17.611518,AAPL,206.1
2025-10-21T22:35:17.611653,AAPL,202.03
2025-10-21T22:35:17.611787,AAPL,202.57
2025-10-21T22:35:17.611921,AAPL,198.66
2025-10-21T22:35:17.612054,AAPL,189.33
2025-10-21T22:35:17.612189,AAPL,188.09
2025-10-21T22:35:17.612321,AAPL,191.14
2025-10-21T22:35:17.612455,AAPL,184.53
2025-10-21T22:35:17.612588,AAPL,180.12
2025-10-21T22:35:17.612722,AAPL,181.77
2025-10-21T22:35:17.612855,AAPL,184.36
2025-10-21T22:35:17.612989,AAPL,179.66
2025-10-21T22:35:17.613122,AAPL,173.64
2025-10-21T22:35:17.613256,AAPL,174.6
2025-10-21T22:35:17.613390,AAPL,172.1
2025-10-21T22:35:17.613523,AAPL,178.49
2025-10-21T22:35:17.613656,AAPL,173.82
2025-10-21T22:35:17.613790,AAPL,177.18
2025-10-21T22:35:17.613923,AAPL,171.85
2025-10-21T22:35:17.614057,AAPL,171.96
2025-10-21T22:35:17.614191,AAPL,176.77
2025-10-21T22:35:17.614325,AAPL,175.5
2025-10-21T22:35:17.614457,AAPL,177.73
2025-10-21T22:35:17.614591,AAPL,181.48
2025-10-21T22:35:17.614724,AAPL,182.81
2025-10-21T22:35:17.614858,AAPL,182.16
2025-10-21T22:35:17.614991,AAPL,185.37
2025-10-21T22:35:17.615125,AAPL,183.13
2025-10-21T22:35:17.615259,AAPL,177.33
2025-10-21T22:35:17.615392,AAPL,175.03
2025-10-21T22:35:17.615525,AAPL,169.69
2025-10-21T22:35:17.615659,AAPL,167.28
2025-10-21T22:35:17.615792,AAPL,165.92
2025-10-21T22:35:17.615926,AAPL,165.97
2025-10-21T22:35:17.616059,AAPL,161.97
2025-10-21T22:35:17.616193,AAPL,157.36
2025-10-21T22:35:17.616327,AAPL,157.91
2025-10-21T22:35:17.616460,AAPL,162.54
2025-10-21T22:35:17.616593,AAPL,158.01
2025-10-21T22:35:17.616727,AAPL,156.49
2025-10-21T22:35:17.616860,AAPL,157.36
2025-10-21T22:35:17.616994,AAPL,160.95
2025-10-21T22:35:17.617127,AAPL,164.39
2025-10-21T22:35:17.617261,AAPL,164.52
2025-10-21T22:35:17.617393,AAPL,165.76
2025-10-21T22:35:17.617528,AAPL,163.41
2025-10-21T22:35:17.617661,AAPL,158.81
2025-10-21T22:35:17.617795,AAPL,160.53
2025-10-21T22:35:17.617928,AAPL,158.81
2025-10-21T22:35:17.618062,AAPL,156.61
2025-10-21T22:35:17.618195,AAPL,156.09
2025-10-21T22:35:17.618328,AAPL,156.37
